contact_info,parsing_check,parsed,contact_id,name,email,first_name,last_name
"{""contact_id"": 2785, ""name"": ""Courtney Fiebig"", ""email"": ""courtney.fiebig@doerschner.com""}",True,"{'contact_id': 2785, 'name': 'Courtney Fiebig', 'email': 'courtney.fiebig@doerschner.com'}",2785,Courtney Fiebig,courtney.fiebig@doerschner.com,Courtney,Fiebig
"{""contact_id"": 5884, ""name"": ""Hugues Oliver"", ""email"": ""hugues.oliver@stiffel.com""}",True,"{'contact_id': 5884, 'name': 'Hugues Oliver', 'email': 'hugues.oliver@stiffel.com'}",5884,Hugues Oliver,hugues.oliver@stiffel.com,Hugues,Oliver
"{""contact_id"": 2441, ""name"": ""Espartaco Willis"", ""email"": ""espartaco.willis@hotmail.com""}",True,"{'contact_id': 2441, 'name': 'Espartaco Willis', 'email': 'espartaco.willis@hotmail.com'}",2441,Espartaco Willis,espartaco.willis@hotmail.com,Espartaco,Willis
"{""contact_id"": 1243, ""name"": ""Flavia Yoder"", ""email"": ""flavia.yoder@hotmail.de""}",True,"{'contact_id': 1243, 'name': 'Flavia Yoder', 'email': 'flavia.yoder@hotmail.de'}",1243,Flavia Yoder,flavia.yoder@hotmail.de,Flavia,Yoder
"{""contact_id"": 3411, ""name"": ""Casey Flores"", ""email"": ""casey.flores@baggio.org""}",True,"{'contact_id': 3411, 'name': 'Casey Flores', 'email': 'casey.flores@baggio.org'}",3411,Casey Flores,casey.flores@baggio.org,Casey,Flores
"{""contact_id"": 2467, ""name"": ""Calogero Cross"", ""email"": ""calogero.cross@mercantini.it""}",True,"{'contact_id': 2467, 'name': 'Calogero Cross', 'email': 'calogero.cross@mercantini.it'}",2467,Calogero Cross,calogero.cross@mercantini.it,Calogero,Cross
"{""contact_id"": 1850, ""name"": ""Charles Begum"", ""email"": ""charles.begum@laboratorios.info""}",True,"{'contact_id': 1850, 'name': 'Charles Begum', 'email': 'charles.begum@laboratorios.info'}",1850,Charles Begum,charles.begum@laboratorios.info,Charles,Begum
"{""contact_id"": 2604, ""name"": ""Adina Pollard"", ""email"": ""adina.pollard@outlook.com""}",True,"{'contact_id': 2604, 'name': 'Adina Pollard', 'email': 'adina.pollard@outlook.com'}",2604,Adina Pollard,adina.pollard@outlook.com,Adina,Pollard
"{""contact_id"": 1693, ""name"": ""Natasha Lara"", ""email"": ""natasha.lara@outlook.com""}",True,"{'contact_id': 1693, 'name': 'Natasha Lara', 'email': 'natasha.lara@outlook.com'}",1693,Natasha Lara,natasha.lara@outlook.com,Natasha,Lara
"{""contact_id"": 2969, ""name"": ""Benita Pottier"", ""email"": ""benita.pottier@sfr.fr""}",True,"{'contact_id': 2969, 'name': 'Benita Pottier', 'email': 'benita.pottier@sfr.fr'}",2969,Benita Pottier,benita.pottier@sfr.fr,Benita,Pottier
"{""contact_id"": 1544, ""name"": ""Elizabeth Valdivia"", ""email"": ""elizabeth.valdivia@gmail.com""}",True,"{'contact_id': 1544, 'name': 'Elizabeth Valdivia', 'email': 'elizabeth.valdivia@gmail.com'}",1544,Elizabeth Valdivia,elizabeth.valdivia@gmail.com,Elizabeth,Valdivia
"{""contact_id"": 4149, ""name"": ""Mattia Huet"", ""email"": ""mattia.huet@aol.de""}",True,"{'contact_id': 4149, 'name': 'Mattia Huet', 'email': 'mattia.huet@aol.de'}",4149,Mattia Huet,mattia.huet@aol.de,Mattia,Huet
"{""contact_id"": 3463, ""name"": ""Geza Howard"", ""email"": ""geza.howard@voila.fr""}",True,"{'contact_id': 3463, 'name': 'Geza Howard', 'email': 'geza.howard@voila.fr'}",3463,Geza Howard,geza.howard@voila.fr,Geza,Howard
"{""contact_id"": 2939, ""name"": ""Lauren Guillaume"", ""email"": ""lauren.guillaume@sorgatz.org""}",True,"{'contact_id': 2939, 'name': 'Lauren Guillaume', 'email': 'lauren.guillaume@sorgatz.org'}",2939,Lauren Guillaume,lauren.guillaume@sorgatz.org,Lauren,Guillaume
"{""contact_id"": 2202, ""name"": ""Joanna Baxter"", ""email"": ""joanna.baxter@bruce-wright.com""}",True,"{'contact_id': 2202, 'name': 'Joanna Baxter', 'email': 'joanna.baxter@bruce-wright.com'}",2202,Joanna Baxter,joanna.baxter@bruce-wright.com,Joanna,Baxter
"{""contact_id"": 1728, ""name"": ""Tracy Metz"", ""email"": ""tracy.metz@bryant.info""}",True,"{'contact_id': 1728, 'name': 'Tracy Metz', 'email': 'tracy.metz@bryant.info'}",1728,Tracy Metz,tracy.metz@bryant.info,Tracy,Metz
"{""contact_id"": 5362, ""name"": ""Birgit Pena"", ""email"": ""birgit.pena@armellini.it""}",True,"{'contact_id': 5362, 'name': 'Birgit Pena', 'email': 'birgit.pena@armellini.it'}",5362,Birgit Pena,birgit.pena@armellini.it,Birgit,Pena
"{""contact_id"": 4840, ""name"": ""Elvira Papafava"", ""email"": ""elvira.papafava@ifrance.com""}",True,"{'contact_id': 4840, 'name': 'Elvira Papafava', 'email': 'elvira.papafava@ifrance.com'}",4840,Elvira Papafava,elvira.papafava@ifrance.com,Elvira,Papafava
"{""contact_id"": 2955, ""name"": ""Ernest Delorme"", ""email"": ""ernest.delorme@dowerg.de""}",True,"{'contact_id': 2955, 'name': 'Ernest Delorme', 'email': 'ernest.delorme@dowerg.de'}",2955,Ernest Delorme,ernest.delorme@dowerg.de,Ernest,Delorme
"{""contact_id"": 5354, ""name"": ""Christy Grossi"", ""email"": ""christy.grossi@alarcon-tafoya.com""}",True,"{'contact_id': 5354, 'name': 'Christy Grossi', 'email': 'christy.grossi@alarcon-tafoya.com'}",5354,Christy Grossi,christy.grossi@alarcon-tafoya.com,Christy,Grossi
"{""contact_id"": 3847, ""name"": ""Hermelinda Olmos"", ""email"": ""hermelinda.olmos@portillo.com""}",True,"{'contact_id': 3847, 'name': 'Hermelinda Olmos', 'email': 'hermelinda.olmos@portillo.com'}",3847,Hermelinda Olmos,hermelinda.olmos@portillo.com,Hermelinda,Olmos
"{""contact_id"": 3025, ""name"": ""Herbert Fraser"", ""email"": ""herbert.fraser@holloway.org.au""}",True,"{'contact_id': 3025, 'name': 'Herbert Fraser', 'email': 'herbert.fraser@holloway.org.au'}",3025,Herbert Fraser,herbert.fraser@holloway.org.au,Herbert,Fraser
"{""contact_id"": 1615, ""name"": ""Giancarlo Heydrich"", ""email"": ""giancarlo.heydrich@hotmail.com""}",True,"{'contact_id': 1615, 'name': 'Giancarlo Heydrich', 'email': 'giancarlo.heydrich@hotmail.com'}",1615,Giancarlo Heydrich,giancarlo.heydrich@hotmail.com,Giancarlo,Heydrich
"{""contact_id"": 5154, ""name"": ""Constance Maldonado"", ""email"": ""constance.maldonado@spiess.net""}",True,"{'contact_id': 5154, 'name': 'Constance Maldonado', 'email': 'constance.maldonado@spiess.net'}",5154,Constance Maldonado,constance.maldonado@spiess.net,Constance,Maldonado
"{""contact_id"": 5005, ""name"": ""Giampiero Carlier"", ""email"": ""giampiero.carlier@hotmail.com""}",True,"{'contact_id': 5005, 'name': 'Giampiero Carlier', 'email': 'giampiero.carlier@hotmail.com'}",5005,Giampiero Carlier,giampiero.carlier@hotmail.com,Giampiero,Carlier
"{""contact_id"": 1349, ""name"": ""Carlo Jacquot"", ""email"": ""carlo.jacquot@hotmail.com""}",True,"{'contact_id': 1349, 'name': 'Carlo Jacquot', 'email': 'carlo.jacquot@hotmail.com'}",1349,Carlo Jacquot,carlo.jacquot@hotmail.com,Carlo,Jacquot
"{""contact_id"": 3670, ""name"": ""Gabriel Robles"", ""email"": ""gabriel.robles@yahoo.com""}",True,"{'contact_id': 3670, 'name': 'Gabriel Robles', 'email': 'gabriel.robles@yahoo.com'}",3670,Gabriel Robles,gabriel.robles@yahoo.com,Gabriel,Robles
"{""contact_id"": 2912, ""name"": ""Gerd Gunpf"", ""email"": ""gerd.gunpf@gmail.com""}",True,"{'contact_id': 2912, 'name': 'Gerd Gunpf', 'email': 'gerd.gunpf@gmail.com'}",2912,Gerd Gunpf,gerd.gunpf@gmail.com,Gerd,Gunpf
"{""contact_id"": 4336, ""name"": ""Ashley Hellwig"", ""email"": ""ashley.hellwig@libero.it""}",True,"{'contact_id': 4336, 'name': 'Ashley Hellwig', 'email': 'ashley.hellwig@libero.it'}",4336,Ashley Hellwig,ashley.hellwig@libero.it,Ashley,Hellwig
"{""contact_id"": 5576, ""name"": ""Patrick Rosas"", ""email"": ""patrick.rosas@yahoo.com""}",True,"{'contact_id': 5576, 'name': 'Patrick Rosas', 'email': 'patrick.rosas@yahoo.com'}",5576,Patrick Rosas,patrick.rosas@yahoo.com,Patrick,Rosas
"{""contact_id"": 2736, ""name"": ""Lilla Leonard"", ""email"": ""lilla.leonard@jungfer.com""}",True,"{'contact_id': 2736, 'name': 'Lilla Leonard', 'email': 'lilla.leonard@jungfer.com'}",2736,Lilla Leonard,lilla.leonard@jungfer.com,Lilla,Leonard
"{""contact_id"": 3321, ""name"": ""Tony Nicolas"", ""email"": ""tony.nicolas@morrocco-seddio.net""}",True,"{'contact_id': 3321, 'name': 'Tony Nicolas', 'email': 'tony.nicolas@morrocco-seddio.net'}",3321,Tony Nicolas,tony.nicolas@morrocco-seddio.net,Tony,Nicolas
"{""contact_id"": 3353, ""name"": ""Allegra Benedetti"", ""email"": ""allegra.benedetti@miller.com""}",True,"{'contact_id': 3353, 'name': 'Allegra Benedetti', 'email': 'allegra.benedetti@miller.com'}",3353,Allegra Benedetti,allegra.benedetti@miller.com,Allegra,Benedetti
"{""contact_id"": 2336, ""name"": ""Camille Tafuri"", ""email"": ""camille.tafuri@aol.de""}",True,"{'contact_id': 2336, 'name': 'Camille Tafuri', 'email': 'camille.tafuri@aol.de'}",2336,Camille Tafuri,camille.tafuri@aol.de,Camille,Tafuri
"{""contact_id"": 4369, ""name"": ""Juan Wheeler"", ""email"": ""juan.wheeler@gilmore.net""}",True,"{'contact_id': 4369, 'name': 'Juan Wheeler', 'email': 'juan.wheeler@gilmore.net'}",4369,Juan Wheeler,juan.wheeler@gilmore.net,Juan,Wheeler
"{""contact_id"": 4464, ""name"": ""Leopoldo Johnson"", ""email"": ""leopoldo.johnson@hotmail.com.au""}",True,"{'contact_id': 4464, 'name': 'Leopoldo Johnson', 'email': 'leopoldo.johnson@hotmail.com.au'}",4464,Leopoldo Johnson,leopoldo.johnson@hotmail.com.au,Leopoldo,Johnson
"{""contact_id"": 5626, ""name"": ""Dietmar Grenier"", ""email"": ""dietmar.grenier@tele2.it""}",True,"{'contact_id': 5626, 'name': 'Dietmar Grenier', 'email': 'dietmar.grenier@tele2.it'}",5626,Dietmar Grenier,dietmar.grenier@tele2.it,Dietmar,Grenier
"{""contact_id"": 1669, ""name"": ""Leonid Scholl"", ""email"": ""leonid.scholl@collin.com""}",True,"{'contact_id': 1669, 'name': 'Leonid Scholl', 'email': 'leonid.scholl@collin.com'}",1669,Leonid Scholl,leonid.scholl@collin.com,Leonid,Scholl
"{""contact_id"": 5544, ""name"": ""Olivie Contarini"", ""email"": ""olivie.contarini@marshall-wright.biz""}",True,"{'contact_id': 5544, 'name': 'Olivie Contarini', 'email': 'olivie.contarini@marshall-wright.biz'}",5544,Olivie Contarini,olivie.contarini@marshall-wright.biz,Olivie,Contarini
"{""contact_id"": 6078, ""name"": ""Jeffery Lacroix"", ""email"": ""jeffery.lacroix@medina.org""}",True,"{'contact_id': 6078, 'name': 'Jeffery Lacroix', 'email': 'jeffery.lacroix@medina.org'}",6078,Jeffery Lacroix,jeffery.lacroix@medina.org,Jeffery,Lacroix
"{""contact_id"": 2580, ""name"": ""Edeltraud Chavez"", ""email"": ""edeltraud.chavez@hotmail.com.au""}",True,"{'contact_id': 2580, 'name': 'Edeltraud Chavez', 'email': 'edeltraud.chavez@hotmail.com.au'}",2580,Edeltraud Chavez,edeltraud.chavez@hotmail.com.au,Edeltraud,Chavez
"{""contact_id"": 3592, ""name"": ""Mesut Morvan"", ""email"": ""mesut.morvan@gmail.com""}",True,"{'contact_id': 3592, 'name': 'Mesut Morvan', 'email': 'mesut.morvan@gmail.com'}",3592,Mesut Morvan,mesut.morvan@gmail.com,Mesut,Morvan
"{""contact_id"": 4914, ""name"": ""Gregory Jackson"", ""email"": ""gregory.jackson@ortiz.com""}",True,"{'contact_id': 4914, 'name': 'Gregory Jackson', 'email': 'gregory.jackson@ortiz.com'}",4914,Gregory Jackson,gregory.jackson@ortiz.com,Gregory,Jackson
"{""contact_id"": 3848, ""name"": ""Nicola Rossi"", ""email"": ""nicola.rossi@berry.org""}",True,"{'contact_id': 3848, 'name': 'Nicola Rossi', 'email': 'nicola.rossi@berry.org'}",3848,Nicola Rossi,nicola.rossi@berry.org,Nicola,Rossi
"{""contact_id"": 2619, ""name"": ""Eddie Collazo"", ""email"": ""eddie.collazo@gmail.com""}",True,"{'contact_id': 2619, 'name': 'Eddie Collazo', 'email': 'eddie.collazo@gmail.com'}",2619,Eddie Collazo,eddie.collazo@gmail.com,Eddie,Collazo
"{""contact_id"": 4605, ""name"": ""Philippe Gardner"", ""email"": ""philippe.gardner@howells-jones.net""}",True,"{'contact_id': 4605, 'name': 'Philippe Gardner', 'email': 'philippe.gardner@howells-jones.net'}",4605,Philippe Gardner,philippe.gardner@howells-jones.net,Philippe,Gardner
"{""contact_id"": 6147, ""name"": ""Roy Fox"", ""email"": ""roy.fox@tejeda.com""}",True,"{'contact_id': 6147, 'name': 'Roy Fox', 'email': 'roy.fox@tejeda.com'}",6147,Roy Fox,roy.fox@tejeda.com,Roy,Fox
"{""contact_id"": 1383, ""name"": ""Heiderose Garcia"", ""email"": ""heiderose.garcia@noos.fr""}",True,"{'contact_id': 1383, 'name': 'Heiderose Garcia', 'email': 'heiderose.garcia@noos.fr'}",1383,Heiderose Garcia,heiderose.garcia@noos.fr,Heiderose,Garcia
"{""contact_id"": 1757, ""name"": ""Claudine Rowley"", ""email"": ""claudine.rowley@industrias.com""}",True,"{'contact_id': 1757, 'name': 'Claudine Rowley', 'email': 'claudine.rowley@industrias.com'}",1757,Claudine Rowley,claudine.rowley@industrias.com,Claudine,Rowley
"{""contact_id"": 4390, ""name"": ""Astrid Roht"", ""email"": ""astrid.roht@fastwebnet.it""}",True,"{'contact_id': 4390, 'name': 'Astrid Roht', 'email': 'astrid.roht@fastwebnet.it'}",4390,Astrid Roht,astrid.roht@fastwebnet.it,Astrid,Roht
"{""contact_id"": 4165, ""name"": ""Auguste Burnett"", ""email"": ""auguste.burnett@yahoo.fr""}",True,"{'contact_id': 4165, 'name': 'Auguste Burnett', 'email': 'auguste.burnett@yahoo.fr'}",4165,Auguste Burnett,auguste.burnett@yahoo.fr,Auguste,Burnett
"{""contact_id"": 4529, ""name"": ""Pellegrino Allen"", ""email"": ""pellegrino.allen@gmail.com""}",True,"{'contact_id': 4529, 'name': 'Pellegrino Allen', 'email': 'pellegrino.allen@gmail.com'}",4529,Pellegrino Allen,pellegrino.allen@gmail.com,Pellegrino,Allen
"{""contact_id"": 6084, ""name"": ""Angela Bowers"", ""email"": ""angela.bowers@laboratorios.com""}",True,"{'contact_id': 6084, 'name': 'Angela Bowers', 'email': 'angela.bowers@laboratorios.com'}",6084,Angela Bowers,angela.bowers@laboratorios.com,Angela,Bowers
"{""contact_id"": 2916, ""name"": ""Michael Descamps"", ""email"": ""michael.descamps@gmail.com""}",True,"{'contact_id': 2916, 'name': 'Michael Descamps', 'email': 'michael.descamps@gmail.com'}",2916,Michael Descamps,michael.descamps@gmail.com,Michael,Descamps
"{""contact_id"": 2005, ""name"": ""Heidelore Kennedy"", ""email"": ""heidelore.kennedy@guinizzelli.org""}",True,"{'contact_id': 2005, 'name': 'Heidelore Kennedy', 'email': 'heidelore.kennedy@guinizzelli.org'}",2005,Heidelore Kennedy,heidelore.kennedy@guinizzelli.org,Heidelore,Kennedy
"{""contact_id"": 2261, ""name"": ""Lucrezia Koch"", ""email"": ""lucrezia.koch@petit.com""}",True,"{'contact_id': 2261, 'name': 'Lucrezia Koch', 'email': 'lucrezia.koch@petit.com'}",2261,Lucrezia Koch,lucrezia.koch@petit.com,Lucrezia,Koch
"{""contact_id"": 5342, ""name"": ""Ivan Accardo"", ""email"": ""ivan.accardo@web.de""}",True,"{'contact_id': 5342, 'name': 'Ivan Accardo', 'email': 'ivan.accardo@web.de'}",5342,Ivan Accardo,ivan.accardo@web.de,Ivan,Accardo
"{""contact_id"": 4087, ""name"": ""Karen Avogadro"", ""email"": ""karen.avogadro@yahoo.com""}",True,"{'contact_id': 4087, 'name': 'Karen Avogadro', 'email': 'karen.avogadro@yahoo.com'}",4087,Karen Avogadro,karen.avogadro@yahoo.com,Karen,Avogadro
"{""contact_id"": 2761, ""name"": ""Laetitia Gallet"", ""email"": ""laetitia.gallet@aubry.org""}",True,"{'contact_id': 2761, 'name': 'Laetitia Gallet', 'email': 'laetitia.gallet@aubry.org'}",2761,Laetitia Gallet,laetitia.gallet@aubry.org,Laetitia,Gallet
"{""contact_id"": 2908, ""name"": ""Amico Gosselin"", ""email"": ""amico.gosselin@shaw.info""}",True,"{'contact_id': 2908, 'name': 'Amico Gosselin', 'email': 'amico.gosselin@shaw.info'}",2908,Amico Gosselin,amico.gosselin@shaw.info,Amico,Gosselin
"{""contact_id"": 2155, ""name"": ""Ilaria Bowen"", ""email"": ""ilaria.bowen@hotmail.it""}",True,"{'contact_id': 2155, 'name': 'Ilaria Bowen', 'email': 'ilaria.bowen@hotmail.it'}",2155,Ilaria Bowen,ilaria.bowen@hotmail.it,Ilaria,Bowen
"{""contact_id"": 5642, ""name"": ""Marlen Coardi"", ""email"": ""marlen.coardi@colletti.eu""}",True,"{'contact_id': 5642, 'name': 'Marlen Coardi', 'email': 'marlen.coardi@colletti.eu'}",5642,Marlen Coardi,marlen.coardi@colletti.eu,Marlen,Coardi
"{""contact_id"": 6217, ""name"": ""Rafael Alexander"", ""email"": ""rafael.alexander@jenkins.com""}",True,"{'contact_id': 6217, 'name': 'Rafael Alexander', 'email': 'rafael.alexander@jenkins.com'}",6217,Rafael Alexander,rafael.alexander@jenkins.com,Rafael,Alexander
"{""contact_id"": 4222, ""name"": ""Herma Gabbana"", ""email"": ""herma.gabbana@hotmail.com""}",True,"{'contact_id': 4222, 'name': 'Herma Gabbana', 'email': 'herma.gabbana@hotmail.com'}",4222,Herma Gabbana,herma.gabbana@hotmail.com,Herma,Gabbana
"{""contact_id"": 4798, ""name"": ""Zachary Vespucci"", ""email"": ""zachary.vespucci@industrias.com""}",True,"{'contact_id': 4798, 'name': 'Zachary Vespucci', 'email': 'zachary.vespucci@industrias.com'}",4798,Zachary Vespucci,zachary.vespucci@industrias.com,Zachary,Vespucci
"{""contact_id"": 5660, ""name"": ""Marisol Richard"", ""email"": ""marisol.richard@gmail.com""}",True,"{'contact_id': 5660, 'name': 'Marisol Richard', 'email': 'marisol.richard@gmail.com'}",5660,Marisol Richard,marisol.richard@gmail.com,Marisol,Richard
"{""contact_id"": 5000, ""name"": ""Joseph Glover"", ""email"": ""joseph.glover@laposte.net""}",True,"{'contact_id': 5000, 'name': 'Joseph Glover', 'email': 'joseph.glover@laposte.net'}",5000,Joseph Glover,joseph.glover@laposte.net,Joseph,Glover
"{""contact_id"": 2809, ""name"": ""Lauretta Neal"", ""email"": ""lauretta.neal@hotmail.de""}",True,"{'contact_id': 2809, 'name': 'Lauretta Neal', 'email': 'lauretta.neal@hotmail.de'}",2809,Lauretta Neal,lauretta.neal@hotmail.de,Lauretta,Neal
"{""contact_id"": 3349, ""name"": ""Simone Sauvage"", ""email"": ""simone.sauvage@yahoo.com""}",True,"{'contact_id': 3349, 'name': 'Simone Sauvage', 'email': 'simone.sauvage@yahoo.com'}",3349,Simone Sauvage,simone.sauvage@yahoo.com,Simone,Sauvage
"{""contact_id"": 3647, ""name"": ""Ramona Brooks"", ""email"": ""ramona.brooks@kensy.de""}",True,"{'contact_id': 3647, 'name': 'Ramona Brooks', 'email': 'ramona.brooks@kensy.de'}",3647,Ramona Brooks,ramona.brooks@kensy.de,Ramona,Brooks
"{""contact_id"": 5745, ""name"": ""Gioele Schwital"", ""email"": ""gioele.schwital@moody.com""}",True,"{'contact_id': 5745, 'name': 'Gioele Schwital', 'email': 'gioele.schwital@moody.com'}",5745,Gioele Schwital,gioele.schwital@moody.com,Gioele,Schwital
"{""contact_id"": 2583, ""name"": ""Elena Jimenez"", ""email"": ""elena.jimenez@yahoo.com.au""}",True,"{'contact_id': 2583, 'name': 'Elena Jimenez', 'email': 'elena.jimenez@yahoo.com.au'}",2583,Elena Jimenez,elena.jimenez@yahoo.com.au,Elena,Jimenez
"{""contact_id"": 5441, ""name"": ""Pam Vargas"", ""email"": ""pam.vargas@guillot.net""}",True,"{'contact_id': 5441, 'name': 'Pam Vargas', 'email': 'pam.vargas@guillot.net'}",5441,Pam Vargas,pam.vargas@guillot.net,Pam,Vargas
"{""contact_id"": 2090, ""name"": ""Alison Morales"", ""email"": ""alison.morales@lewis.com""}",True,"{'contact_id': 2090, 'name': 'Alison Morales', 'email': 'alison.morales@lewis.com'}",2090,Alison Morales,alison.morales@lewis.com,Alison,Morales
"{""contact_id"": 3386, ""name"": ""Marc Aumann"", ""email"": ""marc.aumann@holland.com""}",True,"{'contact_id': 3386, 'name': 'Marc Aumann', 'email': 'marc.aumann@holland.com'}",3386,Marc Aumann,marc.aumann@holland.com,Marc,Aumann
"{""contact_id"": 1816, ""name"": ""Carla Butler"", ""email"": ""carla.butler@yahoo.com""}",True,"{'contact_id': 1816, 'name': 'Carla Butler', 'email': 'carla.butler@yahoo.com'}",1816,Carla Butler,carla.butler@yahoo.com,Carla,Butler
"{""contact_id"": 4718, ""name"": ""Dionigi Bruce"", ""email"": ""dionigi.bruce@industrias.com""}",True,"{'contact_id': 4718, 'name': 'Dionigi Bruce', 'email': 'dionigi.bruce@industrias.com'}",4718,Dionigi Bruce,dionigi.bruce@industrias.com,Dionigi,Bruce
"{""contact_id"": 1677, ""name"": ""Frank Henry"", ""email"": ""frank.henry@yahoo.com""}",True,"{'contact_id': 1677, 'name': 'Frank Henry', 'email': 'frank.henry@yahoo.com'}",1677,Frank Henry,frank.henry@yahoo.com,Frank,Henry
"{""contact_id"": 4218, ""name"": ""Brent Pons"", ""email"": ""brent.pons@proyectos.net""}",True,"{'contact_id': 4218, 'name': 'Brent Pons', 'email': 'brent.pons@proyectos.net'}",4218,Brent Pons,brent.pons@proyectos.net,Brent,Pons
"{""contact_id"": 4548, ""name"": ""Patricia Liebelt"", ""email"": ""patricia.liebelt@baca.org""}",True,"{'contact_id': 4548, 'name': 'Patricia Liebelt', 'email': 'patricia.liebelt@baca.org'}",4548,Patricia Liebelt,patricia.liebelt@baca.org,Patricia,Liebelt
"{""contact_id"": 1431, ""name"": ""Micheletto Sykes"", ""email"": ""micheletto.sykes@thompson-thompson.com""}",True,"{'contact_id': 1431, 'name': 'Micheletto Sykes', 'email': 'micheletto.sykes@thompson-thompson.com'}",1431,Micheletto Sykes,micheletto.sykes@thompson-thompson.com,Micheletto,Sykes
"{""contact_id"": 2830, ""name"": ""Rose Blanc"", ""email"": ""rose.blanc@grupo.com""}",True,"{'contact_id': 2830, 'name': 'Rose Blanc', 'email': 'rose.blanc@grupo.com'}",2830,Rose Blanc,rose.blanc@grupo.com,Rose,Blanc
"{""contact_id"": 4400, ""name"": ""Vincent Singh"", ""email"": ""vincent.singh@gmail.com""}",True,"{'contact_id': 4400, 'name': 'Vincent Singh', 'email': 'vincent.singh@gmail.com'}",4400,Vincent Singh,vincent.singh@gmail.com,Vincent,Singh
"{""contact_id"": 5773, ""name"": ""Jamie Peacock"", ""email"": ""jamie.peacock@interiano-nordio.com""}",True,"{'contact_id': 5773, 'name': 'Jamie Peacock', 'email': 'jamie.peacock@interiano-nordio.com'}",5773,Jamie Peacock,jamie.peacock@interiano-nordio.com,Jamie,Peacock
"{""contact_id"": 4161, ""name"": ""Giorgia Dijoux"", ""email"": ""giorgia.dijoux@paul.com""}",True,"{'contact_id': 4161, 'name': 'Giorgia Dijoux', 'email': 'giorgia.dijoux@paul.com'}",4161,Giorgia Dijoux,giorgia.dijoux@paul.com,Giorgia,Dijoux
"{""contact_id"": 2062, ""name"": ""Serena Piacentini"", ""email"": ""serena.piacentini@yahoo.de""}",True,"{'contact_id': 2062, 'name': 'Serena Piacentini', 'email': 'serena.piacentini@yahoo.de'}",2062,Serena Piacentini,serena.piacentini@yahoo.de,Serena,Piacentini
"{""contact_id"": 3458, ""name"": ""Dimitri Posada"", ""email"": ""dimitri.posada@gmail.com""}",True,"{'contact_id': 3458, 'name': 'Dimitri Posada', 'email': 'dimitri.posada@gmail.com'}",3458,Dimitri Posada,dimitri.posada@gmail.com,Dimitri,Posada
"{""contact_id"": 3174, ""name"": ""Alexa Barillaro"", ""email"": ""alexa.barillaro@ramos.net""}",True,"{'contact_id': 3174, 'name': 'Alexa Barillaro', 'email': 'alexa.barillaro@ramos.net'}",3174,Alexa Barillaro,alexa.barillaro@ramos.net,Alexa,Barillaro
"{""contact_id"": 5565, ""name"": ""Megan Kuhl"", ""email"": ""megan.kuhl@despacho.com""}",True,"{'contact_id': 5565, 'name': 'Megan Kuhl', 'email': 'megan.kuhl@despacho.com'}",5565,Megan Kuhl,megan.kuhl@despacho.com,Megan,Kuhl
"{""contact_id"": 1906, ""name"": ""Kaitlyn Farinelli"", ""email"": ""kaitlyn.farinelli@outlook.com""}",True,"{'contact_id': 1906, 'name': 'Kaitlyn Farinelli', 'email': 'kaitlyn.farinelli@outlook.com'}",1906,Kaitlyn Farinelli,kaitlyn.farinelli@outlook.com,Kaitlyn,Farinelli
"{""contact_id"": 5479, ""name"": ""Jonathan Castellitto"", ""email"": ""jonathan.castellitto@libero.it""}",True,"{'contact_id': 5479, 'name': 'Jonathan Castellitto', 'email': 'jonathan.castellitto@libero.it'}",5479,Jonathan Castellitto,jonathan.castellitto@libero.it,Jonathan,Castellitto
"{""contact_id"": 4320, ""name"": ""Lisa Terragni"", ""email"": ""lisa.terragni@proyectos.com""}",True,"{'contact_id': 4320, 'name': 'Lisa Terragni', 'email': 'lisa.terragni@proyectos.com'}",4320,Lisa Terragni,lisa.terragni@proyectos.com,Lisa,Terragni
"{""contact_id"": 4213, ""name"": ""Olivier Petrucelli"", ""email"": ""olivier.petrucelli@letta-raurica.eu""}",True,"{'contact_id': 4213, 'name': 'Olivier Petrucelli', 'email': 'olivier.petrucelli@letta-raurica.eu'}",4213,Olivier Petrucelli,olivier.petrucelli@letta-raurica.eu,Olivier,Petrucelli
"{""contact_id"": 3373, ""name"": ""Jos Trobbiani"", ""email"": ""jos.trobbiani@samson.com""}",True,"{'contact_id': 3373, 'name': 'Jos Trobbiani', 'email': 'jos.trobbiani@samson.com'}",3373,Jos Trobbiani,jos.trobbiani@samson.com,Jos,Trobbiani
"{""contact_id"": 4184, ""name"": ""Mirjam Dawson"", ""email"": ""mirjam.dawson@yahoo.com""}",True,"{'contact_id': 4184, 'name': 'Mirjam Dawson', 'email': 'mirjam.dawson@yahoo.com'}",4184,Mirjam Dawson,mirjam.dawson@yahoo.com,Mirjam,Dawson
"{""contact_id"": 5472, ""name"": ""Javier Tessier"", ""email"": ""javier.tessier@mclaughlin.biz""}",True,"{'contact_id': 5472, 'name': 'Javier Tessier', 'email': 'javier.tessier@mclaughlin.biz'}",5472,Javier Tessier,javier.tessier@mclaughlin.biz,Javier,Tessier
"{""contact_id"": 5559, ""name"": ""Mirjana Collins"", ""email"": ""mirjana.collins@hotmail.com""}",True,"{'contact_id': 5559, 'name': 'Mirjana Collins', 'email': 'mirjana.collins@hotmail.com'}",5559,Mirjana Collins,mirjana.collins@hotmail.com,Mirjana,Collins
